term_str,n,p,stop,n_pos,max_pos,max_pos_group,dfidf
omission,228,5.950331952838922e-05,0,1,NN,NN,102.4223065794553
june,284,7.411816993887078e-05,0,1,NN,NN,102.4223065794553
magistrate,225,5.872038111354199e-05,0,1,NN,NN,102.4223065794553
holders,219,5.715450428384754e-05,0,1,NNS,NN,102.4223065794553
attendance,155,4.0451818100440036e-05,0,1,NN,NN,102.42218142261798
relates,493,0.0001286628795065609,0,1,NNS,NN,102.42218142261798
possess,218,5.68935248122318e-05,0,1,NN,NN,102.42218142261798
auditor,1092,0.00028498958300439046,0,1,NN,NN,102.42218142261798
ambassadors,125,3.262243395196777e-05,0,1,NNS,NN,102.42218142261798
worship,107,2.7924803462884412e-05,0,1,NN,NN,102.42218142261798
context,208,5.428373009607437e-05,0,1,NN,NN,102.42218142261798
move,114,2.975165976419461e-05,0,1,NN,NN,102.42218142261798
unit,202,5.271785326637992e-05,0,1,NN,NN,102.42218142261798
speech,111,2.8968721349347382e-05,0,1,NN,NN,102.42218142261798
regime,455,0.0001187456595851627,0,1,NN,NN,102.42218142261798
anyone,199,5.193491485153269e-05,0,1,NN,NN,102.42218142261798
region,1123,0.0002930799466244785,0,1,NN,NN,102.3921709223286
initiate,154,4.0190838628824296e-05,0,1,NN,NN,102.3921709223286
budgets,217,5.663254534061605e-05,0,1,NNS,NN,102.3921709223286
inhuman,91,2.3749131917032537e-05,0,1,NN,NN,102.3921709223286
notification,248,6.472290896070406e-05,0,1,NN,NN,102.3921709223286
sentences,187,4.880316119214379e-05,0,1,NNS,NN,102.3921709223286
share,170,4.436651017467617e-05,0,1,NN,NN,102.3921709223286
collection,181,4.7237284362449334e-05,0,1,NN,NN,102.3921709223286
thereon,263,6.863760103494019e-05,0,1,NN,NN,102.3921709223286
privacy,138,3.6015167082972424e-05,0,1,NN,NN,102.3921709223286
chamber,1632,0.00042591849767689124,0,1,NN,NN,102.3921709223286
withdrawal,274,7.150837522271335e-05,0,1,NN,NN,102.3921709223286
secretaries,228,5.950331952838922e-05,0,1,NNS,NN,102.3921709223286
petitions,131,3.4188310781662224e-05,0,1,NNS,NN,102.3921709223286
objective,175,4.567140753275488e-05,0,1,NN,NN,102.3921709223286
expiry,328,8.560126668996343e-05,0,1,NN,NN,102.3921709223286
attention,142,3.705908496943539e-05,0,1,NN,NN,102.39134805380388
nominate,192,5.01080585502225e-05,0,1,NN,NN,102.39134805380388
interim,296,7.724992359825969e-05,0,1,NN,NN,102.39134805380388
copy,304,7.933775937118562e-05,0,1,NN,NN,102.39134805380388
modification,174,4.541042806113914e-05,0,1,NN,NN,102.39134805380388
municipalities,637,0.00016624392341922778,0,1,NNS,NN,102.39134805380388
systems,212,5.532764798253734e-05,0,1,NNS,NN,102.39134805380388
intervention,158,4.123475651528726e-05,0,1,NN,NN,102.39134805380388
dispose,125,3.262243395196777e-05,0,1,NN,NN,102.39134805380388
violate,110,2.870774187773164e-05,0,1,NN,NN,102.39134805380388
alteration,254,6.628878579039852e-05,0,1,NN,NN,102.39134805380388
refuse,173,4.5149448589523394e-05,0,1,NN,NN,102.39134805380388
claim,269,7.020347786463464e-05,0,1,NN,NN,102.39134805380388
rank,257,6.707172420524574e-05,0,1,NN,NN,102.39134805380388
opening,149,3.888594127074558e-05,0,1,NN,NN,102.39134805380388
september,193,5.036903802183824e-05,0,1,NN,NN,102.39134805380388
presidency,350,9.134281506550976e-05,0,1,NN,NN,102.39134805380388
release,165,4.306161281659746e-05,0,1,NN,NN,102.39134805380388
hand,316,8.246951303057452e-05,0,1,NN,NN,102.39134805380388
prosecutor,609,0.00015893649821398698,0,1,NN,NN,102.39134805380388
immediate,165,4.306161281659746e-05,0,1,NN,NN,102.39134805380388
contain,188,4.906414066375953e-05,0,1,NN,NN,102.34227170129566
deems,177,4.619336647598637e-05,0,1,NNS,NN,102.34227170129566
allegiance,496,0.00012944581792140813,0,1,NN,NN,102.34227170129566
statutory,551,0.00014379968886027393,0,1,NN,NN,102.34227170129566
efficient,215,5.6110586397384565e-05,0,1,NN,NN,102.34227170129566
revoke,194,5.063001749345398e-05,0,1,NN,NN,102.34227170129566
publish,202,5.271785326637992e-05,0,1,NN,NN,102.34227170129566
ability,200,5.219589432314843e-05,0,1,NN,NN,102.34227170129566
march,195,5.0890996965069726e-05,0,1,NN,NN,102.34227170129566
july,228,5.950331952838922e-05,0,1,NN,NN,102.34227170129566
involve,119,3.105655712227332e-05,0,1,NN,NN,102.34227170129566
e,446,0.00011639684434062101,0,1,NN,NN,102.34227170129566
institute,246,6.420095001747257e-05,0,1,NN,NN,102.33960532920639
enterprise,192,5.01080585502225e-05,0,1,NN,NN,102.33960532920639
dies,203,5.297883273799566e-05,0,1,NNS,NN,102.33960532920639
inhabitants,248,6.472290896070406e-05,0,1,NNS,NN,102.33960532920639
warrant,209,5.454470956769011e-05,0,1,NN,NN,102.33960532920639
complaint,403,0.0001051747270611441,0,1,NN,NN,102.33960532920639
favour,258,6.733270367686148e-05,0,1,NN,NN,102.33960532920639
criteria,301,7.85548209563384e-05,0,1,NNS,NN,102.33960532920639
conflicts,183,4.775924330568082e-05,0,1,NNS,NN,102.33960532920639
opposition,568,0.00014823633987774156,0,1,NN,NN,102.33960532920639
director,827,0.0002158300230262188,0,1,NN,NN,102.33960532920639
ideas,113,2.9490680292578865e-05,0,1,NNS,NN,102.33960532920639
martial,240,6.263507318777812e-05,0,1,NN,NN,102.33960532920639
efficiency,202,5.271785326637992e-05,0,1,NN,NN,102.27287600791496
finances,162,4.2278674401750235e-05,0,1,NNS,NN,102.27287600791496
co,354,9.238673295197274e-05,0,1,NN,NN,102.27287600791496
authorization,357,9.316967136681995e-05,0,1,NN,NN,102.27287600791496
governmental,262,6.837662156332445e-05,0,1,NN,NN,102.27287600791496
magistrates,561,0.00014640948357643135,0,1,NNS,NN,102.27287600791496
inability,359,9.369163031005145e-05,0,1,NN,NN,102.27287600791496
declares,128,3.3405372366815e-05,0,1,NNS,NN,102.27287600791496
woman,175,4.567140753275488e-05,0,1,NN,NN,102.27287600791496
exchange,154,4.0190838628824296e-05,0,1,NN,NN,102.27287600791496
ends,150,3.914692074236133e-05,0,1,NNS,NN,102.26664573629064
houses,748,0.00019521264476857515,0,1,NNS,NN,102.26664573629064
refusal,155,4.0451818100440036e-05,0,1,NN,NN,102.26664573629064
assemblies,280,7.307425205240781e-05,0,1,NNS,NN,102.26664573629064
assent,441,0.0001150919469825423,0,1,NN,NN,102.26664573629064
treasury,307,8.012069778603285e-05,0,1,NN,NN,102.26664573629064
slavery,85,2.2183255087338084e-05,0,1,NN,NN,102.26664573629064
proportional,179,4.671532541921785e-05,0,1,NN,NN,102.26664573629064
seventy,161,4.201769493013449e-05,0,1,NN,NN,102.26664573629064
deal,150,3.914692074236133e-05,0,1,NN,NN,102.26664573629064
gender,232,6.0547237414852184e-05,0,1,NN,NN,102.26664573629064
construction,197,5.1412955908301206e-05,0,1,NN,NN,102.26664573629064
join,128,3.3405372366815e-05,0,1,NN,NN,102.26664573629064
ex,165,4.306161281659746e-05,0,1,NN,NN,102.26664573629064
prevail,123,3.2100475008736285e-05,0,1,NN,NN,102.26664573629064
improvement,149,3.888594127074558e-05,0,1,NN,NN,102.26664573629064
immunities,160,4.175671545851875e-05,0,1,NNS,NN,102.26664573629064
generations,110,2.870774187773164e-05,0,1,NNS,NN,102.26664573629064
answer,134,3.497124919650945e-05,0,1,NN,NN,102.26664573629064
facilitate,161,4.201769493013449e-05,0,1,NN,NN,102.26664573629064
asylum,115,3.0012639235810352e-05,0,1,NN,NN,102.26664573629064
scope,207,5.402275062445863e-05,0,1,NN,NN,102.26664573629064
seal,308,8.038167725764859e-05,0,1,NN,NN,102.26664573629064
produce,179,4.671532541921785e-05,0,1,NN,NN,102.26664573629064
inconsistent,454,0.00011848468011354695,0,1,NN,NN,102.1842438106616
instruments,217,5.663254534061605e-05,0,1,NNS,NN,102.1842438106616
solidarity,230,6.0025278471620704e-05,0,1,NN,NN,102.1842438106616
fifty,217,5.663254534061605e-05,0,1,NN,NN,102.1842438106616
presentation,173,4.5149448589523394e-05,0,1,NN,NN,102.1842438106616
achieve,242,6.315703213100961e-05,0,1,NN,NN,102.1842438106616
sign,208,5.428373009607437e-05,0,1,NN,NN,102.1842438106616
tenure,264,6.889858050655594e-05,0,1,NN,NN,102.1842438106616
governor,2959,0.0007722382565109811,0,1,NN,NN,102.1842438106616
occurs,161,4.201769493013449e-05,0,1,NNS,NN,102.1842438106616
credit,235,6.133017582969942e-05,0,1,NN,NN,102.1842438106616
kind,281,7.333523152402355e-05,0,1,NN,NN,102.1842438106616
practices,230,6.0025278471620704e-05,0,1,NNS,NN,102.1842438106616
spirit,111,2.8968721349347382e-05,0,1,NN,NN,102.17215258203538
constitutes,146,3.8103002855898356e-05,0,1,NNS,NN,102.17215258203538
communicate,120,3.131753659388906e-05,0,1,NN,NN,102.17215258203538
relationship,119,3.105655712227332e-05,0,1,NN,NN,102.17215258203538
commence,106,2.766382399126867e-05,0,1,NN,NN,102.17215258203538
thought,102,2.6619906104805703e-05,0,1,NN,NN,102.17215258203538
claims,142,3.705908496943539e-05,0,1,NNS,NN,102.17215258203538
allocation,199,5.193491485153269e-05,0,1,NN,NN,102.17215258203538
degree,195,5.0890996965069726e-05,0,1,NN,NN,102.17215258203538
lives,115,3.0012639235810352e-05,0,1,NNS,NN,102.17215258203538
witnesses,176,4.593238700437062e-05,0,1,NNS,NN,102.17215258203538
forth,290,7.568404676856523e-05,0,1,NN,NN,102.17215258203538
army,233,6.080821688646793e-05,0,1,NN,NN,102.17215258203538
traditions,106,2.766382399126867e-05,0,1,NNS,NN,102.17215258203538
categories,144,3.7581043912666877e-05,0,1,NNS,NN,102.17215258203538
labor,383,9.995513762882926e-05,0,1,NN,NN,102.17215258203538
stage,119,3.105655712227332e-05,0,1,NN,NN,102.17215258203538
electors,375,9.786730185590331e-05,0,1,NNS,NN,102.17215258203538
undertake,176,4.593238700437062e-05,0,1,NN,NN,102.0766282361348
civic,176,4.593238700437062e-05,0,1,NN,NN,102.0766282361348
fill,256,6.681074473363e-05,0,1,NN,NN,102.0766282361348
failure,238,6.211311424454664e-05,0,1,NN,NN,102.0766282361348
wealth,161,4.201769493013449e-05,0,1,NN,NN,102.0766282361348
source,141,3.679810549781965e-05,0,1,NN,NN,102.0766282361348
measure,320,8.35134309170375e-05,0,1,NN,NN,102.0766282361348
secrecy,135,3.52322286681252e-05,0,1,NN,NN,102.0766282361348
disposal,165,4.306161281659746e-05,0,1,NN,NN,102.0766282361348
principal,422,0.0001101333370218432,0,1,NN,NN,102.0766282361348
anything,593,0.0001547608266681351,0,1,NN,NN,102.0766282361348
dismiss,138,3.6015167082972424e-05,0,1,NN,NN,102.0766282361348
equivalent,242,6.315703213100961e-05,0,1,NN,NN,102.0766282361348
custody,276,7.203033416594485e-05,0,1,NN,NN,102.0766282361348
completion,118,3.079557765065758e-05,0,1,NN,NN,102.05579957557569
remit,94,2.4532070331879763e-05,0,1,NN,NN,102.05579957557569
respects,180,4.6976304890833594e-05,0,1,NNS,NN,102.05579957557569
honor,148,3.862496179912984e-05,0,1,NN,NN,102.05579957557569
retain,121,3.1578516065504805e-05,0,1,NN,NN,102.05579957557569
sports,151,3.940790021397707e-05,0,1,NNS,NN,102.05579957557569
enforce,157,4.097377704367152e-05,0,1,NN,NN,102.05579957557569
assumes,163,4.2539653873365975e-05,0,1,NNS,NN,102.05579957557569
father,223,5.8198422170310504e-05,0,1,NN,NN,102.05579957557569
families,128,3.3405372366815e-05,0,1,NNS,NN,102.05579957557569
define,225,5.872038111354199e-05,0,1,NN,NN,102.05579957557569
constituency,585,0.00015267299089520917,0,1,NN,NN,102.05579957557569
simple,157,4.097377704367152e-05,0,1,NN,NN,102.05579957557569
reduction,152,3.966887968559281e-05,0,1,NN,NN,102.05579957557569
territories,334,8.716714351965788e-05,0,1,NNS,NN,102.05579957557569
extradition,108,2.8185782934500156e-05,0,1,NN,NN,102.05579957557569
commissioner,1050,0.00027402844519652927,0,1,NN,NN,102.05579957557569
ranks,140,3.6537126026203903e-05,0,1,NNS,NN,102.05579957557569
program,205,5.3500791681227146e-05,0,1,NN,NN,102.05579957557569
market,152,3.966887968559281e-05,0,1,NN,NN,102.05579957557569
read,256,6.681074473363e-05,0,1,NN,NN,102.05579957557569
help,227,5.924234005677348e-05,0,1,NN,NN,101.9502758356549
whatsoever,222,5.7937442698694764e-05,0,1,NN,NN,101.9502758356549
governance,275,7.17693546943291e-05,0,1,NN,NN,101.9502758356549
abuse,178,4.645434594760211e-05,0,1,NN,NN,101.9502758356549
plans,277,7.229131363756059e-05,0,1,NNS,NN,101.9502758356549
discussion,176,4.593238700437062e-05,0,1,NN,NN,101.9502758356549
advise,264,6.889858050655594e-05,0,1,NN,NN,101.9502758356549
latter,300,7.829384148472266e-05,0,1,NN,NN,101.9502758356549
terminate,163,4.2539653873365975e-05,0,1,NN,NN,101.9502758356549
rate,232,6.0547237414852184e-05,0,1,NN,NN,101.9502758356549
consult,299,7.80328620131069e-05,0,1,NN,NN,101.9502758356549
delegation,266,6.942053944978742e-05,0,1,NN,NN,101.9502758356549
parts,193,5.036903802183824e-05,0,1,NNS,NN,101.9502758356549
investigate,260,6.785466262009297e-05,0,1,NN,NN,101.9502758356549
constitutionality,263,6.863760103494019e-05,0,1,NN,NN,101.9502758356549
establishes,382,9.96941581572135e-05,0,1,NNS,NN,101.9502758356549
everyone,808,0.00021087141306551968,0,1,NN,NN,101.9502758356549
confirm,170,4.436651017467617e-05,0,1,NN,NN,101.91725038515715
corruption,282,7.35962109956393e-05,0,1,NN,NN,101.91725038515715
object,181,4.7237284362449334e-05,0,1,NN,NN,101.91725038515715
notify,192,5.01080585502225e-05,0,1,NN,NN,101.91725038515715
posts,228,5.950331952838922e-05,0,1,NNS,NN,101.91725038515715
servants,322,8.403538986026898e-05,0,1,NNS,NN,101.91725038515715
conventions,127,3.314439289519926e-05,0,1,NNS,NN,101.91725038515715
companies,245,6.393997054585683e-05,0,1,NNS,NN,101.91725038515715
requirement,178,4.645434594760211e-05,0,1,NN,NN,101.91725038515715
data,245,6.393997054585683e-05,0,1,NNS,NN,101.91725038515715
violations,143,3.732006444105113e-05,0,1,NNS,NN,101.91725038515715
inheritance,93,2.4271090860264023e-05,0,1,NN,NN,101.91725038515715
payments,215,5.6110586397384565e-05,0,1,NNS,NN,101.91725038515715
statutes,290,7.568404676856523e-05,0,1,NNS,NN,101.91725038515715
agencies,413,0.00010778452177730152,0,1,NNS,NN,101.80542683818723
lay,302,7.881580042795414e-05,0,1,NN,NN,101.80542683818723
quorum,265,6.915955997817168e-05,0,1,NN,NN,101.80542683818723
breach,289,7.542306729694949e-05,0,1,NN,NN,101.80542683818723
waters,231,6.0286257943236444e-05,0,1,NNS,NN,101.80542683818723
quality,279,7.281327258079207e-05,0,1,NN,NN,101.80542683818723
assign,158,4.123475651528726e-05,0,1,NN,NN,101.80542683818723
inquiry,358,9.34306508384357e-05,0,1,NN,NN,101.80542683818723
constituencies,384,0.000100216117100445,0,1,NNS,NN,101.80542683818723
grants,239,6.237409371616238e-05,0,1,NNS,NN,101.80542683818723
entities,854,0.00022287646875984382,0,1,NNS,NN,101.80542683818723
aid,215,5.6110586397384565e-05,0,1,NN,NN,101.80542683818723
damage,179,4.671532541921785e-05,0,1,NN,NN,101.80542683818723
stand,209,5.454470956769011e-05,0,1,NN,NN,101.80542683818723
absent,303,7.907677989956988e-05,0,1,NN,NN,101.80542683818723
names,286,7.464012888210226e-05,0,1,NNS,NN,101.80542683818723
resolve,224,5.845940164192625e-05,0,1,NN,NN,101.80542683818723
premises,217,5.663254534061605e-05,0,1,NNS,NN,101.75615816739433
proceeds,190,4.958609960699101e-05,0,1,NNS,NN,101.75615816739433
agenda,182,4.7498263834065074e-05,0,1,NN,NN,101.75615816739433
pursue,103,2.6880885576421443e-05,0,1,NN,NN,101.75615816739433
affirmation,262,6.837662156332445e-05,0,1,NN,NN,101.75615816739433
ii,350,9.134281506550976e-05,0,1,NN,NN,101.75615816739433
approves,109,2.84467624061159e-05,0,1,NNS,NN,101.75615816739433
directions,418,0.00010908941913538022,0,1,NNS,NN,101.75615816739433
sectors,186,4.854218172052805e-05,0,1,NNS,NN,101.75615816739433
views,119,3.105655712227332e-05,0,1,NNS,NN,101.75615816739433
penal,222,5.7937442698694764e-05,0,1,NN,NN,101.75615816739433
message,157,4.097377704367152e-05,0,1,NN,NN,101.75615816739433
fall,141,3.679810549781965e-05,0,1,NN,NN,101.75615816739433
cruel,75,1.9573460371180665e-05,0,1,NN,NN,101.75615816739433
counsel,281,7.333523152402355e-05,0,1,NN,NN,101.75615816739433
award,244,6.367899107424109e-05,0,1,NN,NN,101.75615816739433
organisation,520,0.00013570932524018594,0,1,NN,NN,101.75615816739433
university,255,6.654976526201426e-05,0,1,NN,NN,101.75615816739433
moment,148,3.862496179912984e-05,0,1,NN,NN,101.75615816739433
sections,799,0.000208522597820978,0,1,NNS,NN,101.64231539045745
seek,169,4.410553070306043e-05,0,1,NN,NN,101.64231539045745
bound,171,4.4627489646291915e-05,0,1,NN,NN,101.64231539045745
permission,230,6.0025278471620704e-05,0,1,NN,NN,101.64231539045745
opportunities,205,5.3500791681227146e-05,0,1,NNS,NN,101.64231539045745
rest,141,3.679810549781965e-05,0,1,NN,NN,101.64231539045745
appropriation,547,0.00014275577097381097,0,1,NN,NN,101.64231539045745
strike,124,3.236145448035203e-05,0,1,NN,NN,101.64231539045745
trust,262,6.837662156332445e-05,0,1,NN,NN,101.64231539045745
balance,156,4.071279757205578e-05,0,1,NN,NN,101.64231539045745
offences,346,9.029889717904679e-05,0,1,NNS,NN,101.64231539045745
plan,333,8.690616404804214e-05,0,1,NN,NN,101.64231539045745
reference,1217,0.00031761201695635824,0,1,NN,NN,101.64231539045745
prescribe,349,9.108183559389402e-05,0,1,NN,NN,101.64231539045745
works,275,7.17693546943291e-05,0,1,NNS,NN,101.64231539045745
norms,237,6.18521347729309e-05,0,1,NNS,NN,101.57216506663471
promulgate,171,4.4627489646291915e-05,0,1,NN,NN,101.57216506663471
estimates,226,5.898136058515773e-05,0,1,NNS,NN,101.57216506663471
morals,146,3.8103002855898356e-05,0,1,NNS,NN,101.57216506663471
recommend,207,5.402275062445863e-05,0,1,NN,NN,101.57216506663471
summon,132,3.444929025327797e-05,0,1,NN,NN,101.57216506663471
prohibition,147,3.83639823275141e-05,0,1,NN,NN,101.57216506663471
senate,2372,0.0006190433066725404,0,1,NN,NN,101.57216506663471
april,145,3.7842023384282616e-05,0,1,NN,NN,101.57216506663471
grave,116,3.0273618707426092e-05,0,1,NN,NN,101.57216506663471
sale,138,3.6015167082972424e-05,0,1,NN,NN,101.57216506663471
city,315,8.220853355895878e-05,0,1,NN,NN,101.46116978505991
send,227,5.924234005677348e-05,0,1,NN,NN,101.46116978505991
appoints,233,6.080821688646793e-05,0,1,NNS,NN,101.46116978505991
contracts,292,7.620600571179671e-05,0,1,NNS,NN,101.46116978505991
anthem,111,2.8968721349347382e-05,0,1,NN,NN,101.46116978505991
judgments,167,4.358357175982894e-05,0,1,NNS,NN,101.46116978505991
imposition,352,9.186477400874124e-05,0,1,NN,NN,101.46116978505991
raise,121,3.1578516065504805e-05,0,1,NN,NN,101.46116978505991
records,264,6.889858050655594e-05,0,1,NNS,NN,101.46116978505991
contract,368,9.604044555459312e-05,0,1,NN,NN,101.46116978505991
exceptions,271,7.072543680786613e-05,0,1,NNS,NN,101.46116978505991
c,632,0.00016493902606114905,0,1,NNS,NN,101.46116978505991
operate,222,5.7937442698694764e-05,0,1,NN,NN,101.46116978505991
occupation,148,3.862496179912984e-05,0,1,NN,NN,101.46116978505991
causes,173,4.5149448589523394e-05,0,1,NNS,NN,101.36490168201685
commitment,105,2.740284451965293e-05,0,1,NN,NN,101.36490168201685
affirm,206,5.3761771152842885e-05,0,1,NN,NN,101.36490168201685
proportion,189,4.932512013537527e-05,0,1,NN,NN,101.36490168201685
aggression,106,2.766382399126867e-05,0,1,NN,NN,101.36490168201685
owner,141,3.679810549781965e-05,0,1,NN,NN,101.36490168201685
tasks,201,5.245687379476418e-05,0,1,NNS,NN,101.36490168201685
building,146,3.8103002855898356e-05,0,1,NN,NN,101.36490168201685
youth,137,3.575418761135668e-05,0,1,NN,NN,101.36490168201685
ruling,221,5.7676463227079024e-05,0,1,NN,NN,101.36490168201685
alternative,126,3.288341342358351e-05,0,1,NN,NN,101.36490168201685
guardian,142,3.705908496943539e-05,0,1,NN,NN,101.36490168201685
reserve,141,3.679810549781965e-05,0,1,NN,NN,101.36490168201685
excess,147,3.83639823275141e-05,0,1,NN,NN,101.36490168201685
messages,89,2.3227172973801054e-05,0,1,NNS,NN,101.36490168201685
employers,154,4.0190838628824296e-05,0,1,NNS,NN,101.36490168201685
entity,265,6.915955997817168e-05,0,1,NN,NN,101.36490168201685
involves,103,2.6880885576421443e-05,0,1,NNS,NN,101.36490168201685
standard,129,3.366635183843074e-05,0,1,NN,NN,101.36490168201685
integration,169,4.410553070306043e-05,0,1,NN,NN,101.36490168201685
discretion,258,6.733270367686148e-05,0,1,NN,NN,101.36490168201685
tribunals,448,0.0001169188032838525,0,1,NNS,NN,101.26221267729973
execute,190,4.958609960699101e-05,0,1,NN,NN,101.26221267729973
importance,197,5.1412955908301206e-05,0,1,NN,NN,101.26221267729973
dispute,254,6.628878579039852e-05,0,1,NN,NN,101.26221267729973
commander,189,4.932512013537527e-05,0,1,NN,NN,101.26221267729973
examination,280,7.307425205240781e-05,0,1,NN,NN,101.26221267729973
arms,197,5.1412955908301206e-05,0,1,NNS,NN,101.26221267729973
treason,205,5.3500791681227146e-05,0,1,NN,NN,101.26221267729973
regions,484,0.00012631406426201922,0,1,NNS,NN,101.26221267729973
sit,252,6.576682684716702e-05,0,1,NN,NN,101.26221267729973
settlement,231,6.0286257943236444e-05,0,1,NN,NN,101.26221267729973
ninety,228,5.950331952838922e-05,0,1,NN,NN,101.26221267729973
begin,128,3.3405372366815e-05,0,1,NN,NN,101.13398649957372
lands,328,8.560126668996343e-05,0,1,NNS,NN,101.13398649957372
insufficient,83,2.16612961441066e-05,0,1,NN,NN,101.13398649957372
enters,165,4.306161281659746e-05,0,1,NNS,NN,101.13398649957372
projects,193,5.036903802183824e-05,0,1,NNS,NN,101.13398649957372
redress,146,3.8103002855898356e-05,0,1,NN,NN,101.13398649957372
agency,272,7.098641627948187e-05,0,1,NN,NN,101.13398649957372
replacement,121,3.1578516065504805e-05,0,1,NN,NN,101.13398649957372
town,175,4.567140753275488e-05,0,1,NN,NN,101.13398649957372
effects,168,4.384455123144469e-05,0,1,NNS,NN,101.13398649957372
expires,101,2.635892663318996e-05,0,1,NNS,NN,101.13398649957372
urgency,176,4.593238700437062e-05,0,1,NN,NN,101.13398649957372
concern,130,3.3927331310046484e-05,0,1,NN,NN,101.13398649957372
agriculture,123,3.2100475008736285e-05,0,1,NN,NN,101.13398649957372
investigations,133,3.471026972489371e-05,0,1,NNS,NN,101.13398649957372
deprivation,126,3.288341342358351e-05,0,1,NN,NN,101.13398649957372
constituent,277,7.229131363756059e-05,0,1,NN,NN,101.13398649957372
deliberate,303,7.907677989956988e-05,0,1,NN,NN,101.13398649957372
falls,171,4.4627489646291915e-05,0,1,NNS,NN,101.13398649957372
reject,134,3.497124919650945e-05,0,1,NN,NN,101.13398649957372
fit,365,9.52575071397459e-05,0,1,NN,NN,101.13398649957372
relate,247,6.446192948908832e-05,0,1,NN,NN,101.13398649957372
sea,180,4.6976304890833594e-05,0,1,NN,NN,101.13398649957372
mineral,121,3.1578516065504805e-05,0,1,NN,NN,101.13398649957372
november,170,4.436651017467617e-05,0,1,NN,NN,101.13398649957372
modify,137,3.575418761135668e-05,0,1,NN,NN,101.13398649957372
world,164,4.2800633344981715e-05,0,1,NN,NN,101.04566129145591
organ,585,0.00015267299089520917,0,1,NN,NN,101.04566129145591
amnesty,125,3.262243395196777e-05,0,1,NN,NN,101.04566129145591
housing,256,6.681074473363e-05,0,1,NN,NN,101.04566129145591
substitute,244,6.367899107424109e-05,0,1,NN,NN,101.04566129145591
incapacity,296,7.724992359825969e-05,0,1,NN,NN,101.04566129145591
role,192,5.01080585502225e-05,0,1,NN,NN,101.04566129145591
sittings,240,6.263507318777812e-05,0,1,NNS,NN,101.04566129145591
allowances,588,0.0001534559293100564,0,1,NNS,NN,101.04566129145591
danger,163,4.2539653873365975e-05,0,1,NN,NN,101.04566129145591
register,310,8.090363620088007e-05,0,1,NN,NN,101.04566129145591
commencement,1109,0.00028942623402185806,0,1,NN,NN,101.04566129145591
statements,110,2.870774187773164e-05,0,1,NNS,NN,100.87902528646812
concerns,148,3.862496179912984e-05,0,1,NNS,NN,100.87902528646812
forthwith,198,5.167393537991695e-05,0,1,NN,NN,100.87902528646812
justices,397,0.00010360885023144965,0,1,NNS,NN,100.87902528646812
chambers,623,0.0001625902108166074,0,1,NNS,NN,100.87902528646812
commit,140,3.6537126026203903e-05,0,1,NN,NN,100.87902528646812
comprise,103,2.6880885576421443e-05,0,1,NN,NN,100.87902528646812
objection,138,3.6015167082972424e-05,0,1,NN,NN,100.87902528646812
faithful,138,3.6015167082972424e-05,0,1,NN,NN,100.87902528646812
exempt,125,3.262243395196777e-05,0,1,NN,NN,100.87902528646812
